Model name,Augmentation method,Seed,Config,Metric name,Metric value,Mapping,Method
ResNet18,FDA,4,Config_4,Err_nor,23.82943143812709,"(0, 0, 'BB')",BB
ResNet18,FDA,4,Config_4,Err_nor_hw,29.836065573770494,"(0, 0, 'BB')",BB
ResNet18,FDA,4,Config_4,Err_nor_rv,17.576791808873722,"(0, 0, 'BB')",BB
ResNet18,FDA,4,Config_4,Err_hw,30.080000000000002,"(0, 0, 'BB')",BB
ResNet18,FDA,4,Config_4,Err_rv,19.84,"(0, 0, 'BB')",BB
ResNet18,FDA,5,Config_4,Err_bl_hw,13.333333333333334,"(0, 0, 'BB')",BB
ResNet18,FDA,5,Config_4,Err_bl_rv,5.128205128205128,"(0, 0, 'BB')",BB
ResNet18,FDA,5,Config_4,Err_bl,7.4074074074074066,"(0, 0, 'BB')",BB
ResNet18,FDA,5,Config_4,Err_nor,1.839464882943144,"(0, 0, 'BB')",BB
ResNet18,FDA,5,Config_4,Err_nor_hw,1.9672131147540985,"(0, 0, 'BB')",BB
ResNet18,FDA,5,Config_4,Err_nor_rv,1.7064846416382253,"(0, 0, 'BB')",BB
ResNet18,FDA,5,Config_4,Err_hw,2.2399999999999998,"(0, 0, 'BB')",BB
ResNet18,FDA,5,Config_4,Err_rv,1.92,"(0, 0, 'BB')",BB
ResNet18,FDA,6,Config_4,Err_bl_hw,0.0,"(0, 0, 'BB')",BB
ResNet18,FDA,6,Config_4,Err_bl_rv,2.564102564102564,"(0, 0, 'BB')",BB
ResNet18,FDA,6,Config_4,Err_bl,1.8518518518518516,"(0, 0, 'BB')",BB
ResNet18,FDA,6,Config_4,Err_nor,2.1739130434782608,"(0, 0, 'BB')",BB
