Model name,Augmentation method,Seed,Config,Metric name,Metric value,Mapping,Method
Vgg16,FDA,9,Config_3,Err_nor,12.792642140468228,"(0, 0, 'BC')",BC
Vgg16,FDA,9,Config_3,Err_nor_hw,20.491803278688526,"(0, 0, 'BC')",BC
Vgg16,FDA,9,Config_3,Err_nor_rv,4.778156996587031,"(0, 0, 'BC')",BC
Vgg16,FDA,9,Config_3,Err_hw,20.64,"(0, 0, 'BC')",BC
Vgg16,FDA,9,Config_3,Err_rv,4.4799999999999995,"(0, 0, 'BC')",BC
Vgg16,FDA,10,Config_3,Err_bl_hw,6.666666666666667,"(0, 0, 'BC')",BC
Vgg16,FDA,10,Config_3,Err_bl_rv,2.564102564102564,"(0, 0, 'BC')",BC
Vgg16,FDA,10,Config_3,Err_bl,3.7037037037037033,"(0, 0, 'BC')",BC
Vgg16,FDA,10,Config_3,Err_nor,6.77257525083612,"(0, 0, 'BC')",BC
Vgg16,FDA,10,Config_3,Err_nor_hw,9.508196721311474,"(0, 0, 'BC')",BC
Vgg16,FDA,10,Config_3,Err_nor_rv,3.9249146757679183,"(0, 0, 'BC')",BC
Vgg16,FDA,10,Config_3,Err_hw,9.44,"(0, 0, 'BC')",BC
Vgg16,FDA,10,Config_3,Err_rv,3.84,"(0, 0, 'BC')",BC
Vgg16,FDA,1,Config_4,Err_bl_hw,0.0,"(0, 0, 'BB')",BB
Vgg16,FDA,1,Config_4,Err_bl_rv,0.0,"(0, 0, 'BB')",BB
Vgg16,FDA,1,Config_4,Err_bl,0.0,"(0, 0, 'BB')",BB
Vgg16,FDA,1,Config_4,Err_nor,3.9297658862876257,"(0, 0, 'BB')",BB
Vgg16,FDA,1,Config_4,Err_nor_hw,4.098360655737705,"(0, 0, 'BB')",BB
Vgg16,FDA,1,Config_4,Err_nor_rv,3.754266211604096,"(0, 0, 'BB')",BB
Vgg16,FDA,1,Config_4,Err_hw,4.0,"(0, 0, 'BB')",BB
Vgg16,FDA,1,Config_4,Err_rv,3.52,"(0, 0, 'BB')",BB
Vgg16,FDA,2,Config_4,Err_bl_hw,0.0,"(0, 0, 'BB')",BB
Vgg16,FDA,2,Config_4,Err_bl_rv,7.6923076923076925,"(0, 0, 'BB')",BB
Vgg16,FDA,2,Config_4,Err_bl,5.555555555555555,"(0, 0, 'BB')",BB
Vgg16,FDA,2,Config_4,Err_nor,4.849498327759197,"(0, 0, 'BB')",BB
Vgg16,FDA,2,Config_4,Err_nor_hw,3.278688524590164,"(0, 0, 'BB')",BB
Vgg16,FDA,2,Config_4,Err_nor_rv,6.484641638225256,"(0, 0, 'BB')",BB
Vgg16,FDA,2,Config_4,Err_hw,3.2,"(0, 0, 'BB')",BB
Vgg16,FDA,2,Config_4,Err_rv,6.5600000000000005,"(0, 0, 'BB')",BB
Vgg16,FDA,3,Config_4,Err_bl_hw,0.0,"(0, 0, 'BB')",BB
Vgg16,FDA,3,Config_4,Err_bl_rv,7.6923076923076925,"(0, 0, 'BB')",BB
Vgg16,FDA,3,Config_4,Err_bl,5.555555555555555,"(0, 0, 'BB')",BB
Vgg16,FDA,3,Config_4,Err_nor,4.1806020066889635,"(0, 0, 'BB')",BB
Vgg16,FDA,3,Config_4,Err_nor_hw,4.918032786885246,"(0, 0, 'BB')",BB
Vgg16,FDA,3,Config_4,Err_nor_rv,3.4129692832764507,"(0, 0, 'BB')",BB
Vgg16,FDA,3,Config_4,Err_hw,4.8,"(0, 0, 'BB')",BB
Vgg16,FDA,3,Config_4,Err_rv,3.6799999999999997,"(0, 0, 'BB')",BB
